identifiant	Regime_prioritaire	Regime_particulier	Arrondissement	Zone_Residentielle	Tarification	Type_de_voie	Nom_de_la_voie	Parite	Longueur	Longueur_calculee	Signalisation_horizontale	Signalisation_verticale	Conformite_signalisation	Plage_horaire_1-Debut	Plage_horaire_1-Fin	Plage_horaire_2-Debut	Plage_horaire_2-Fin	Date_du_releve	Derniere_date_edition	Code_Voie_Ville_de_Paris	Numero_Sequentiel_Tronçon_Voie	Zone_ASP	Numero_Section_Territoriale_de_Voirie	geo_point_2d
8719	INTERDIT	Stationnement_genant	12	12R	2.40			Pair	50.81	50.81	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-11	1547	750612873	12ZH	8	48.8444672472,2.41311653688
10451	INTERDIT	Stationnement_simple	15	15M	2.40			Pair	2.79	2.79	Presente	Absente	Conforme					2020-08-05	2020-08-21	2850	750610003	15Z2	3	48.8524976697,2.28748711205
10496	INTERDIT	Arret_Pompiers	19	19E	2.40			Pair	2.79	2.79	Absente	Avec_panonceau	Non_conforme					2020-08-31	2020-01-09	2332	750596920	19Z2	6	48.8947838869,2.38243024143
8833	INTERDIT	Arret_vigipirate_perennise	9	9E	4.00			Impair	14.70	14.70	Presente	Avec_panonceau	Conforme					2020-08-31	2017-12-20	1337	1750599602	1	1	48.8828795888,2.32870975088
8847	INTERDIT	Stationnement_genant	20	20P	2.40			Inconnu	20.76	20.76	Absente	Absente	SV_Non-conforme					2020-07-28	2020-08-12	4601	1750605123	20Z3	7	48.8651333311,2.4115459696
8923	INTERDIT	Stationnement_genant	21	NR	Gratuit			Impair	15.45	15.45	Absente	Absente	SV_Non-conforme					2018-06-20	2018-07-03	Z673	1750615922	NR	8	48.8341691562,2.44462547167
8977	INTERDIT	Arret_genant_divers	21	NR	Gratuit			Impair	6.56	6.56	Absente	Absente	SV_Non-conforme					2017-08-01	2018-07-05	Z636	750613990	NR	8	48.8403200248,2.43851692783
8986	INTERDIT	Arret_genant_divers	-1	NR	NR			Inconnu	4.05	4.05	Absente	Absente	SV_Non-conforme					2017-09-01	2018-07-05	Z640	750595376	NR	NR	48.8444089135,2.44006033107
9011	INTERDIT	Arret_Pompiers	21	NR	Gratuit			Inconnu	4.40	4.40	Absente	Absente	Non_conforme					2017-09-01	2018-07-06	Z581	750595383	NR	8	48.8442885074,2.44709963365
9087	INTERDIT	Stationnement_genant	21	NR	Gratuit			Impair	40.76	40.76	Absente	Absente	SV_Non-conforme					2017-10-01	2018-07-10	Z533	1750617313	NR	8	48.8289543361,2.41905052085
9090	INTERDIT	Stationnement_genant	21	NR	Gratuit			Inconnu	46.00	46.00	Absente	Avec_panonceau	Conforme					2017-10-02	2018-07-10	Z533	1750617538	NR	8	48.8280101089,2.41894859956
9122	INTERDIT	Stationnement_genant	21	NR	Gratuit			Impair	3.92	3.92	Absente	Absente	SV_Non-conforme					2017-09-01	2018-07-11	Z704	1750617073	NR	8	48.8320899438,2.42041035641
9203	INTERDIT	Stationnement_genant	21	NR	Gratuit			Impair	15.85	15.85	Absente	Absente	SV_Non-conforme					2017-09-01	2018-07-16	Z673	1750595691	NR	8	48.8207985822,2.46029994112
9214	INTERDIT	Stationnement_genant	21	NR	Gratuit			Pair	396.23	396.23	Absente	Absente	SV_Non-conforme					2017-09-01	2018-07-16	Z571	750618440	NR	8	48.8250758748,2.46020426481
9216	INTERDIT	Stationnement_genant	21	NR	Gratuit			Pair	225.31	225.31	Absente	Absente	SV_Non-conforme					2017-09-01	2018-07-16	9425	750617960	NR	8	48.8260029574,2.46497993693
9228	INTERDIT	Stationnement_genant	21	NR	Gratuit			Pair	192.09	192.09	Absente	Avec_panonceau	Conforme					2018-07-02	2018-10-17	9425	750615853	NR	8	48.8350064255,2.45403144236
9242	INTERDIT	Stationnement_genant	21	NR	Gratuit			Pair	24.19	24.19	Absente	Absente	SV_Non-conforme					2017-09-01	2018-07-17	Z534	750615923	NR	8	48.834536073,2.44769671968
9274	INTERDIT	Arret_Pompiers	21	NR	Gratuit			Impair	4.58	4.58	Absente	Absente	Non_conforme					2017-08-01	2018-07-17	Z572	750595434	NR	8	48.8401581923,2.46134789503
9310	INTERDIT	Arret_genant_divers	21	NR	Gratuit			Impair	4.51	4.51	Absente	Absente	SV_Non-conforme					2018-10-12	2018-10-16	Z640	750614975	NR	8	48.8376011734,2.46536690998
10872	INTERDIT	Arret_vigipirate_non_perennise	7	7M	4.00			Pair	12.29	12.29	Absente	Absente	SV_Non-conforme					2020-08-07	2020-08-18	651	750610122	07Z3	3	48.8523776813,2.31722789149
10871	INTERDIT	Stationnement_genant	7	7L	4.00			Impair	41.98	41.98	Absente	Avec_panonceau	Conforme					2020-08-07	2020-08-18	8813	1750608106	07Z3	3	48.8580012475,2.32312337999
10917	INTERDIT	Stationnement_genant	15	15H	2.40			Impair	12.75	12.75	Presente	Absente	SV_Non-conforme					2020-08-07	2020-08-20	7018	1750613238	15Z4	3	48.8444688146,2.31169707713
10985	INTERDIT	Stationnement_genant	15	15E	2.40			Pair	69.82	69.82	Presente	Avec_panonceau	Conforme					2020-08-05	2020-08-21	3563	750609286	15Z1	3	48.8541136636,2.29289059104
10975	INTERDIT	Stationnement_genant	13	13K	2.40			Pair	18.37	18.37	Absente	Avec_panonceau	Conforme					2020-07-07	2020-08-21	9829	1750615483	13Z2	8	48.8353871656,2.36914679664
10980	INTERDIT	Stationnement_genant	13	13K	2.40			Pair	45.75	45.75	Absente	Avec_panonceau	Conforme					2020-07-07	2020-08-21	9829	1750615684	13Z2	8	48.8348607658,2.36755592511
10948	INTERDIT	Stationnement_genant	13	13K	2.40			Impair	95.14	95.14	Absente	Avec_panonceau	Conforme					2020-07-15	2020-08-21	7426	1750614772	13Z2	8	48.8383517533,2.3700626752
11012	INTERDIT	Stationnement_genant	14	14P	2.40			Impair	4.86	4.86	Absente	Absente	SV_Non-conforme					2020-07-10	2020-08-25	2704	1750615649	14Z4B	2	48.8357630288,2.33383606205
11090	INTERDIT	Arret_vigipirate_non_perennise	15	15H	2.40			Impair	22.00	22.00	Absente	Avec_panonceau	Conforme					2020-07-23	2020-08-27	1972	1750612696	15Z4	3	48.8450047357,2.31842634917
11142	INTERDIT	Stationnement_genant	19	19K	2.40			Inconnu	7.96	7.96	Absente	Absente	SV_Non-conforme					2020-08-24	2020-08-31	4810	1750598125	19Z3	6	48.8882729882,2.39047807548
11164	INTERDIT	Stationnement_genant	19	19J	2.40			Impair	14.53	14.53	Presente	Avec_panonceau	Conforme					2020-08-28	2020-09-01	8412	1750600177	19Z5	6	48.880759963,2.37305139215
11176	INTERDIT	Stationnement_genant	17	17R	2.40			Pair	93.69	93.69	Absente	Avec_panonceau	Conforme					2020-08-27	2020-09-02	8482	750599340	17ZH	5	48.884497169,2.31594867425
11172	INTERDIT	Arret_vigipirate_non_perennise	17	17M	2.40			Impair	12.64	12.64	Presente	Avec_panonceau	Conforme					2020-08-28	2020-09-02	1599	1750598651	17ZD	5	48.886442936,2.29152752257
11184	INTERDIT	Stationnement_genant	17	17K	2.40			Impair	15.55	15.55	Presente	Absente	SV_Non-conforme					2020-08-27	2020-09-02	4705	1750599505	17ZH	5	48.8831474415,2.31168057581
11325	INTERDIT	Stationnement_genant	12	12E	2.40			Impair	24.90	24.90	Absente	Absente	SV_Non-conforme					2021-01-19	2021-01-19	1810	1750611127	12ZA	8	48.8496173197,2.37684800404
11398	INTERDIT	Arret_genant_divers	18	18P	2.40			Pair	5.84	5.84	Presente	Avec_panonceau	Conforme					2020-07-01	2021-04-29	6845	750597220	18Z5	5	48.8930365194,2.34099452888
11436	INTERDIT	Arret_Pompiers	19	19E	2.40			Pair	16.88	16.88	Absente	Avec_panonceau	Non_conforme					2020-03-01	2021-05-21	3979	750596849	19Z2	6	48.8959254945,2.37397748336
11453	INTERDIT	Stationnement_genant	21	NR	Gratuit			Inconnu	100.14	100.14	Absente	Absente	SV_Non-conforme					2020-09-01	2021-05-27	Z712	750595387	NR	8	48.8440279389,2.42237045157
9442	INTERDIT	Stationnement_genant	22	NR	Gratuit			Impair	5.10	5.10	Absente	Absente	SV_Non-conforme					2018-05-01	2019-05-27	Z126	750601557	NR	4	48.8759133688,2.2619411497
9461	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	49.23	49.23	Absente	Avec_panonceau	Conforme					2018-05-01	2019-05-28	Z155	750602612	NR	4	48.8728966827,2.27314547988
9489	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	63.79	63.79	Absente	Absente	SV_Non-conforme					2020-09-01	2021-04-13	Z126	750603964	NR	4	48.8685963375,2.26584231213
9492	INTERDIT	Stationnement_genant	22	NR	Gratuit			Pair	22.43	22.43	Absente	Absente	SV_Non-conforme					2018-06-01	2019-06-03	Z126	1750603501	NR	4	48.8700808006,2.26445170093
9494	INTERDIT	Stationnement_genant	22	NR	Gratuit			Impair	131.59	131.59	Absente	Avec_panonceau	Conforme					2018-06-01	2019-06-03	Z126	750603501	NR	4	48.8717243147,2.2642858789
9498	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	16.45	16.45	Absente	Absente	SV_Non-conforme					2018-06-01	2019-06-03	Z126	1750604026	NR	4	48.8684769262,2.26520895212
9507	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	54.57	54.57	Absente	Absente	SV_Non-conforme					2018-05-01	2019-06-04	Z192	750606424	NR	4	48.862398351,2.26374203522
9524	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	115.03	115.03	Absente	Absente	SV_Non-conforme					2018-05-01	2019-06-04	Z070	1750608004	NR	4	48.8583479027,2.25590641067
9541	INTERDIT	Stationnement_genant	22	NR	Gratuit			Impair	69.21	69.21	Absente	Avec_panonceau	Conforme					2018-05-01	2019-06-04	Z020	1750607817	NR	4	48.8584255264,2.25822700544
9551	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	24.02	24.02	Absente	Absente	SV_Non-conforme					2018-05-01	2019-06-04	Z192	750609710	NR	4	48.8575875019,2.25444395599
9593	INTERDIT	Stationnement_genant	22	NR	Gratuit			Pair	13.34	13.34	Absente	Absente	SV_Non-conforme					2018-07-01	2019-06-06	Z003	750594842	NR	4	48.8480614294,2.24385854904
9603	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	34.28	34.28	Absente	Absente	SV_Non-conforme					2018-07-01	2019-06-06	Z013	750594830	NR	4	48.8482419949,2.24283731623
9627	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	7.00	7.00	Absente	Absente	SV_Non-conforme					2018-05-01	2019-06-07	Z199	1750594806	NR	4	48.8515061995,2.23691296564
9633	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	23.52	23.52	Absente	Absente	SV_Non-conforme					2018-05-01	2019-06-11	Z199	750607557	NR	4	48.8620437019,2.23817587619
9652	INTERDIT	Stationnement_simple	22	NR	Gratuit			Inconnu	169.48	169.48	Absente	Sans_panonceau	Conforme					2018-05-01	2019-06-11	Z210	1750606319	NR	4	48.8628634726,2.23106824619
9656	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	4.80	4.80	Absente	Absente	SV_Non-conforme					2018-05-01	2019-06-11	Z209	750606775	NR	4	48.8615322061,2.22967060467
9670	INTERDIT	Stationnement_simple	22	NR	Gratuit			Impair	154.40	154.40	Absente	Sans_panonceau	Conforme					2018-05-01	2019-06-12	Z011	1750608878	NR	4	48.8585422418,2.22723642956
10563	INTERDIT	Stationnement_genant	1	1E	4.00			Pair	31.69	31.69	Presente	Absente	SV_Non-conforme					2021-03-05	2021-03-05	4411	750607679	01Z2	1	48.8594762153,2.34706374959
10598	INTERDIT	Stationnement_genant	2	2E	4.00			Impair	12.12	12.12	Presente	Absente	SV_Non-conforme					2020-07-17	2020-08-06	2588	1750603769	02Z1	1	48.869350256,2.3319442802
10565	INTERDIT	Stationnement_genant	3	3E	4.00			Pair	79.56	79.56	Absente	Absente	SV_Non-conforme					2020-07-20	2020-08-06	9490	750605442	03Z2	1	48.8646001545,2.35260398204
10577	INTERDIT	Arret_simple	4	4E	4.00			Pair	4.43	4.43	Presente	Absente	Conforme					2020-07-20	2020-08-06	944	750610709	04Z3	1	48.8504888281,2.35794530992
10581	INTERDIT	Stationnement_genant	4	34F	4.00			Inconnu	25.40	25.40	Absente	Absente	SV_Non-conforme					2020-07-20	2020-08-06	4513	1750610896	04Z3	1	48.8505208037,2.36136328027
10655	INTERDIT	Stationnement_simple	5	5G	4.00			Pair	10.40	10.40	Presente	Absente	Conforme					2020-07-21	2020-08-10	3323	750613671	05Z4	2	48.8415762252,2.35081841217
10638	INTERDIT	Stationnement_genant	3	3E	4.00			Impair	20.84	20.84	Absente	Absente	SV_Non-conforme					2020-07-17	2020-08-10	7233	1750605686	03Z1	1	48.8641593422,2.36212753056
10642	INTERDIT	Stationnement_genant	4	4E	4.00			Pair	25.92	25.92	Presente	Absente	SV_Non-conforme					2020-07-20	2020-08-10	8901	750610422	04Z3	1	48.8512322362,2.35833109809
10695	INTERDIT	Arret_genant_divers	20	20N	2.40			Impair	5.64	5.64	Absente	Avec_panonceau	Conforme					2020-07-24	2020-08-11	3937	1750601877	20Z2	7	48.8756408557,2.40588299568
10752	LIVRAISON_BUS	Livraison_BUS	14	14H	2,4			Pair	67,70469706	67,70469706	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-07-23	2020-08-13	3998	750618774	14Z3B	2	48.8217227135,2.34089808837
10814	INTERDIT	Stationnement_genant	21	12L	Gratuit			Inconnu	72.72	72.72	Absente	Absente	SV_Non-conforme					2020-07-31	2020-08-17	Z574	750616741	12ZD	8	48.8311813525,2.40185830087
10842	INTERDIT	Stationnement_genant	12	12G	2.40			Pair	16.15	16.15	Presente	Absente	SV_Non-conforme					2020-07-29	2020-08-17	8021	750612813	12ZC	8	48.8446535451,2.38263279579
11227	INTERDIT	Stationnement_simple	17	17R	2,4			Inconnu	20,26224899	20,26224899	Absente	Avec_panonceau	Non_conforme	07:00	18:00			2020-08-24	2020-09-03	702	1750599518	17ZJ	5	48.8830367095,2.32465561457
11249	INTERDIT	Stationnement_genant	7	7J	4.00			Impair	41.72	41.72	Absente	Avec_panonceau	Conforme					2020-09-03	2020-09-04	4276	1750595097	07Z1	3	48.8578481176,2.30691414807
11270	INTERDIT	Stationnement_genant	17	17G	2.40			Pair	32.09	32.09	Absente	Avec_panonceau	Conforme					2021-01-05	2021-01-05	7611	1750598742	17ZD	5	48.8861846354,2.29036214092
11281	INTERDIT	Stationnement_genant	20	20L	2.40			Impair	23.18	23.18	Absente	Avec_panonceau	Conforme					2021-01-18	2021-01-18	2384	1750605584	20Z5	7	48.8643462065,2.40137161125
11283	INTERDIT	Stationnement_genant	20	20P	2.40			Pair	27.99	27.99	Absente	Avec_panonceau	Conforme					2021-01-18	2021-01-18	5568	750605011	20Z3	7	48.8660367135,2.41139897899
11287	INTERDIT	Stationnement_genant	19	19H	2.40			Impair	41.68	41.68	Absente	Avec_panonceau	Conforme					2021-01-18	2021-01-18	9132	1750598556	19Z4	6	48.8866679562,2.38079653141
11348	INTERDIT	Stationnement_genant	20	20E	2.40			Impair	13.47	13.47	Absente	Absente	SV_Non-conforme					2020-07-01	2021-03-22	3318	1750602723	20Z1	7	48.8727560085,2.389030674
11350	INTERDIT	Stationnement_genant	20	20E	2.40			Impair	4.62	4.62	Absente	Absente	SV_Non-conforme					2020-07-01	2021-03-22	3318	1750602863	20Z1	7	48.8718607853,2.38652603582
11379	INTERDIT	Arret_genant_divers	14	14L	2.40			Pair	15.75	15.75	Presente	Avec_panonceau	Conforme					2021-04-07	2021-04-08	5198	750616045	14Z2A	2	48.8338191279,2.32793216247
11384	LIVRAISON_BUS	Livraison_BUS	15	15T	2,4			Impair	8,97530066	8,97530066	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-08-01	2021-04-12	9671	1750616309	15Z6	3	48.8328923192,2.2887738124
11441	INTERDIT	Arret_vigipirate_non_perennise	13	13F	2.40			Pair	22.19	22.19	Presente	Avec_panonceau	Conforme					2021-05-18	2021-05-25	4481	750618228	13Z5	8	48.8252953759,2.34202188481
404401D20100429111844	INTERDIT	Stationnement_genant	11	11F	4.00	PASSAGE	GUILHEM	Pair	8.80	8.80	Presente	Avec_panonceau	Conforme					2020-08-31	2017-07-25	4347	750606612	11Z2	7	48.8619136639,2.37971263282
714910D20110818134243	INTERDIT	Stationnement_simple	16	16N	2.40	AVENUE	PAUL_DOUMER	Pair	16.77	16.77	Presente	Absente	Conforme					2020-08-31	2017-09-13	7081	750607923	16Z3	4	48.8583356519,2.27478815735
780702G20110908104150	INTERDIT	Stationnement_genant	15	15F	2.40	RUE_DE	PRESLES	Impair	58.26	58.26	Absente	Avec_panonceau	Conforme					2020-08-31	2017-06-19	7783	1750609915	15Z1	3	48.852658497,2.2968712786
929701G20100709092517	INTERDIT	Stationnement_genant	3	3E	4.00	PLACE_DE	THORIGNY	Pair	36.22	36.22	Absente	Absente	SV_Non-conforme					2020-08-31	2017-06-27	9276	750607618	03Z3	1	48.859043597,2.36220793
159901D20110518143718	INTERDIT	Stationnement_simple	8	8H	4.00	RUE_DE	CASTELLANE	Pair	9.69	9.69	Presente	Absente	Conforme					2020-08-31	2017-07-04	1592	750602756	08Z3	5	48.8722432108,2.32544794406
176911D20140905105711	INTERDIT	Stationnement_genant	18	18K	2.40	RUE_DE_LA	CHAPELLE	Inconnu	106.42	106.42	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-13	1772	1750596483	18Z1	5	48.8980256142,2.3592120377
470801G20111215161820	INTERDIT	Stationnement_genant	10	10F	4.00	PASSAGE_DE_L	INDUSTRIE	Impair	78.17	78.17	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-04	4618	1750603122	10Z2	6	48.871182848,2.35453364419
861101D20100609110833	INTERDIT	Stationnement_genant	1	1E	4.00	RUE	SAINT_FLORENTIN	Pair	22.72	22.72	Absente	Avec_panonceau	Conforme					2020-08-31	2019-01-23	8837	750604599	01Z1	1	48.8677658515,2.32451694536
962306D20110914114127	LIVRAISON_BUS	Livraison_BUS	15	15H	2,4	BOULEVARD_DE	VAUGIRARD	Pair	51,19264811	51,19264811	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-08-31	2017-08-23	9670	750613644	15Z8	3	48.8417242523,2.31869089337
598505G20111018140523	INTERDIT	Arret_vigipirate_perennise	20	20H	2.40	RUE_DES	MARAICHERS	Impair	63.02	63.02	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-25	5912	1750595014	20Z6	7	48.8509722953,2.40723924502
067405G20110929153818	INTERDIT	Stationnement_genant	15	15J	2.40	RUE	BARGUE	Impair	101.86	101.86	Absente	Avec_panonceau	Conforme					2020-08-31	2017-12-06	661	1750614834	15Z8	3	48.8379266322,2.30899995415
503103D20130819102850	INTERDIT	Arret_vigipirate_perennise	17	17P	2.40	RUE	JOUFFROY_D_ABBANS	Pair	30.07	30.07	Presente	Avec_panonceau	Conforme					2020-08-31	2017-10-30	4912	750598563	17ZB	5	48.8864514981,2.31100851116
010302G20110531104814	INTERDIT	Stationnement_simple	17	17P	2.40	RUE	ALBERT_ROUSSEL	Impair	14.70	14.70	Absente	Avec_panonceau	Non_conforme					2020-08-26	2020-09-01	135	1750597394	17ZB	5	48.8925443229,2.30459312296
665402D20110718134900	INTERDIT	Stationnement_genant	18	18H	2.40	RUE	MYRHA	Pair	131.03	131.03	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-27	6592	750598369	18Z2	5	48.887220296,2.35445963608
321702G20111123145114	INTERDIT	Stationnement_simple	7	7F	4.00	AVENUE	EMILE_DESCHANEL	Impair	4.49	4.49	Presente	Absente	Conforme					2020-08-31	2017-07-05	653	1750608363	07Z1	3	48.8569071024,2.30011578701
527308D20130828151236	INTERDIT	Arret_vigipirate_perennise	17	17U	2.40	RUE_DE	LA_JONQUIERE	Inconnu	26.19	26.19	Presente	Absente	SV_Non-conforme					2020-08-31	2017-09-20	5194	1750597034	17ZA	5	48.8941244871,2.32085669554
509902D20130624162859	INTERDIT	Stationnement_genant	17	17G	2.40	PLACE	JULES_RENARD	Impair	48.65	48.65	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-04	4967	1750594327	17ZD	5	48.8844495756,2.28893211962
088036G20130206111837	INTERDIT	Arret_genant_divers				QUAI_DE	BERCY	Inconnu	142.09	142.09	Absente	Avec_panonceau	Conforme					2020-08-31	2017-05-31	876	1750616871			48.8322138583,2.38402944081
645001G20131217144011	INTERDIT	Stationnement_genant	8	8E	4.00	AVENUE	MONTAIGNE	Impair	3.29	3.29	Absente	Avec_panonceau	Conforme					2020-08-31	2017-06-15	6376	1750605343	08Z1	5	48.8650864644,2.30235903865
855501D20110826143128	INTERDIT	Stationnement_genant	15	15S	2.40	AVENUE	SAINTE_EUGENIE	Pair	202.62	202.62	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-19	9043	750615510	15Z7	3	48.8354610185,2.29803180027
728801D20111220113226	INTERDIT	Stationnement_genant	20	20R	2.40	VILLA	PERREUR	Pair	40.79	40.79	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-23	7239	750604092	20Z3	7	48.8682441257,2.40496216059
689401G20101209084014	INTERDIT	Stationnement_genant	14	14M	2.40	RUE	OLIVIER_NOYER	Impair	150.67	150.67	Absente	Avec_panonceau	Conforme					2020-08-01	2020-08-24	6829	1750616912	14Z1A	2	48.8308001068,2.32236574577
382005G20141030150919	INTERDIT	Stationnement_genant	4	3E	4.00	RUE_DES	FRANCS_BOURGEOIS	Impair	41.36	41.36	Presente	Absente	SV_Non-conforme					2020-08-31	2017-06-30	3833	1750608125	04Z2	1	48.8578399147,2.3603543528
762103G20140317151303	INTERDIT	Arret_vigipirate_perennise	5	5J	4.00	RUE_DE	PONTOISE	Impair	36.80	36.80	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-03	7580	1750611363	05Z2	2	48.8487838676,2.35122626607
545626G20110921120900	INTERDIT	Stationnement_simple	15	15X	2.40	RUE	LECOURBE	Impair	15.76	15.76	Presente	Absente	Conforme					2020-08-31	2017-09-13	5391	1750614711	15Z5	3	48.8380804067,2.28772111873
369625G20110922095135	INTERDIT	Stationnement_genant				AVENUE	FOCH	Inconnu	210.88	210.88	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-08	3711	1750602616			48.8725221359,2.27874800311
810508G20111114154112	INTERDIT	Stationnement_simple	14	14G	2.40	AVENUE	REILLE	Inconnu	9.02	9.02	Presente	Absente	Conforme					2020-08-31	2017-08-24	8098	750618486	14Z3B	2	48.8236013547,2.33100777025
191402G20131119155350	INTERDIT	Stationnement_simple	8	8F	4.00	RUE	CHATEAUBRIAND	Impair	4.89	4.89	Presente	Absente	Conforme					2020-08-31	2017-07-03	1908	1750602410	08Z2	5	48.8732974318,2.30137392202
575503D20101118075919	INTERDIT	Stationnement_genant				RUE_DE	LORRAINE	Pair	37.64	37.64	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-09	5696	750598913			48.885331964,2.38362825249
896802D20111123111505	INTERDIT	Arret_vigipirate_perennise	12	12P	2.40	RUE	SIBUET	Pair	11.66	11.66	Absente	Avec_panonceau	Conforme					2020-08-31	2017-05-31	8593	750613534	12ZF	8	48.8426374918,2.40231046201
709403D20150407135240	INTERDIT	Stationnement_genant	3	3E	4.00	RUE	PASTOURELLE	Pair	80.03	80.03	Absente	Absente	SV_Non-conforme					2020-08-31	2017-07-31	7022	750606309	03Z2	1	48.8631519463,2.35878279619
271401G20110907150618	INTERDIT	Stationnement_simple	15	15E	2.40	SQUARE	DESAIX	Impair	26.39	26.39	Presente	Absente	Conforme					2020-08-31	2017-09-01	2728	1750609950	15Z1	3	48.8529849967,2.29207828013
299207G20111108132550	INTERDIT	Arret_vigipirate_perennise	13	13R	2.40	RUE	DUNOIS	Impair	7.74	7.74	Absente	Absente	SV_Non-conforme					2020-08-31	2017-08-28	3021	1750616442	13Z4	8	48.83269526,2.36682018987
479304G20110620155100	INTERDIT	Arret_genant_divers	17	17G	2.40	RUE	JACQUES_IBERT	Impair	22.00	22.00	Presente	Absente	SV_Non-conforme					2020-08-28	2020-09-03	4701	1750594279	17ZD	5	48.8869717697,2.28664676769
722809G20140205151754	INTERDIT	Stationnement_genant				RUE	PELLEPORT	Impair	135.03	135.03	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-24	7177	1750604863			48.8666151211,2.40265315171
966501G20140203165830	INTERDIT	Stationnement_simple	16	16V	2.40	RUE	VERDERET	Impair	50.44	50.44	Presente	Avec_panonceau	Non_conforme					2020-08-10	2020-08-18	9699	1750611878	16Z6	4	48.8471581672,2.26841842257
420904D20111107162042	LIVRAISON_BUS	Livraison_BUS	13	13J	2,4	AVENUE_DES	GOBELINS	Pair	86,64441743	86,64441743	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-07-08	2020-07-27	4161	750615619	13Z1	8	48.8353818937,2.35273169948
028501D20111003101143	INTERDIT	Arret_vigipirate_non_perennise	16	16I	2.40	RUE_DE_L	AMIRAL_D_ESTAING	Pair	22.21	22.21	Presente	Avec_panonceau	Conforme					2020-08-31	2017-09-05	287	750604716	16Z2	4	48.8673730276,2.29328460046
756001G20110616141615	INTERDIT	Stationnement_simple	2	2E	4.00	BOULEVARD	POISSONNIERE	Impair	11.80	11.80	Presente	Absente	Conforme					2020-08-31	2017-07-11	7518	1750603239	02Z1	1	48.8706680639,2.34756038327
290907G20100420152838	INTERDIT	Stationnement_simple	9	9E	4.00	RUE_DE	DOUAI	Impair	12.22	12.22	Presente	Absente	Conforme					2020-08-31	2017-06-22	2932	1750599408	1	1	48.8835876647,2.32935659867
959707G20140120180928	INTERDIT	Stationnement_genant	7	7M	4.00	RUE_DE	VARENNE	Impair	69.89	69.89	Absente	Avec_panonceau	Conforme					2020-08-31	2017-06-19	9653	1750608943	07Z3	3	48.8552499903,2.31863637892
582710G20110909103038	INTERDIT	Arret_simple	15	15G	2.40	AVENUE_DE	LOWENDAL	Impair	53.59	53.59	Presente	Absente	Conforme					2020-08-20	2020-08-28	8289	1750611497	15Z4	3	48.8482400628,2.30216507542
689101G20100617164245	INTERDIT	Arret_vigipirate_perennise	20	20M	2.40	RUE	OLIVIER_METRA	Impair	15.34	15.34	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-26	6827	1750602930	20Z2	7	48.8726659295,2.39425777259
910713D20131210132706	INTERDIT	Stationnement_genant	16	16R	2.40	BOULEVARD	SUCHET	Pair	10.88	10.88	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-12	8721	750609952	16Z5	4	48.8524239001,2.26137253554
132302G20101220112520	INTERDIT	Stationnement_genant	14	14H	2.40	RUE	BROUSSAIS	Impair	219.26	219.26	Absente	Avec_panonceau	Conforme					2020-08-31	2019-11-22	1319	1750617741	14Z3A	2	48.8282560015,2.3366261234
107401D20111003100804	INTERDIT	Stationnement_genant	16	16I	2.40	RUE	BOISSIERE	Pair	82.78	82.78	Presente	Avec_panonceau	Conforme					2020-08-31	2017-09-05	1082	750605289	16Z2	4	48.8653239145,2.29312678615
725827D20130827144809	INTERDIT	Stationnement_simple	17	17N	2.40	BOULEVARD	PEREIRE	Pair	1.86	1.86	Presente	Absente	Conforme					2020-08-31	2017-09-22	7208	750598388	17ZC	5	48.8871494493,2.30190932835
132702D20101118133115	INTERDIT	Stationnement_genant	13	13K	2.40	RUE	BRUANT	Pair	75.77	75.77	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-01	1323	750615775	13Z2	8	48.8352587173,2.36576971137
